Index,True Label,Predicted Label,sentence,word_index
15482,1,0,"The light in the sky is there by courtesy of the vanished sun , but the tops of the mountains are still golden , as though honey had been poured lightly over them .",8
15483,1,0,"The light in the sky is there by courtesy of the vanished sun , but the tops of the mountains are still golden , as though honey had been poured lightly over them .",11
15488,1,0,"The light in the sky is there by courtesy of the vanished sun , but the tops of the mountains are still golden , as though honey had been poured lightly over them .",22
15497,0,1,"Fairfax 's car appears , the lights hopping and bouncing down the track .",9
15500,0,1,Claudia rises .,1
15510,0,1,‘ Stubborn . ’,1
15518,0,1,Fairfax stops .,1
15522,1,0,"‘ He told me you two were pakiteng , little heifers . ’",10
15523,1,0,‘ It 's true .,3
15532,0,1,‘ He was very sick after the lion got him and he gave me his necklace .,8
15547,0,1,"Claudia , the problem is that one Masai , cruel as this may sound , is not considered very important .",17
15567,0,1,It is completely crazy .,3
15589,0,1,I will also get the translation of his evidence .,3
15590,0,1,I will also get the translation of his evidence .,5
15650,0,1,"In his hands he holds a snuff box , shaped like a small quiver , and a thin stick .",13
15652,0,1,"In his hands he holds a snuff box , shaped like a small quiver , and a thin stick .",18
15701,0,1,But the government wants to take away my son also .,3
15718,1,0,"‘ If you have been reasonable , if you are offering your own wealth , two cows instead of one , and he will not listen , if he thinks you are a small man and will not listen to your suggestions , why not ?",33
15741,0,1,But the white man does not believe that cattle are payment for taking someone 's life . ’,10
15785,1,0,She touches Fairfax 's arm for support .,6
15787,0,1,Fairfax shouts : ‘ You are a stupid man .,1
15849,0,1,"Hanged like a chicken by his neck , in town . ’",0
15851,0,1,"Hanged like a chicken by his neck , in town . ’",6
15860,0,1,"Fairfax approaches very close to the laibon , between them .",1
15868,0,1,‘ How can Fahfakhs save him ?,4
15886,0,1,Fairfax grasps the old man by his wrist .,1
15902,0,1,"The government will help your son , but he must not say that he killed the white man on purpose .",3
15916,0,1,The laibon simply looks down at the floor of the boma .,3
15924,0,1,His face is adamantine .,3
15926,0,1,Claudia rises .,1
15933,0,1,‘ Stay in peace .,1
15937,0,1,‘ Go in peace . ’,1
15942,0,1,The laibon stands to watch them go .,2
15944,0,1,The laibon stands to watch them go .,6
15963,0,1,"Can he say to him , ‘ You must stop being a Masai .",9
15967,0,1,You must tell lies like the muzungus ’ ?,6
15969,1,0,I will try to get him off .,4
16002,0,1,They cut the engine to allow the animals to pass undisturbed .,5
16004,0,1,They cut the engine to allow the animals to pass undisturbed .,9
16013,0,1,"A child greets her , but a young warrior strikes the child with a stick .",8
16016,0,1,"A child greets her , but a young warrior strikes the child with a stick .",14
16024,0,1,Her face is shaded from him in the failing light .,8
16029,0,1,They sit in the dust of the vanished cattle .,1
16120,0,1,PART 2 Sociology and crime,0
16123,0,1,Explaining crime : theories of criminality,0
16156,1,0,This chapter will examine a range of theories which attempt to explain such behaviour .,3
16157,1,0,This chapter will examine a range of theories which attempt to explain such behaviour .,5
16159,1,0,This chapter will examine a range of theories which attempt to explain such behaviour .,9
16177,0,1,"Although the major theoretical explanations are covered in the numerous introductions to the sociology of crime and deviance and to sociology generally , some review of these theories is necessary before embarking upon an examination of specific , substantive examples of criminal behaviour .",34
16210,1,0,"It would be naive to expect to uncover any ultimate explanation or basic cause for criminal behaviour , given the extensive and diverse behaviour that is encompassed by the term crime .",26
16235,1,0,Perhaps this was because of their poor living conditions which would raise the question of why they were in poor housing .,6
16240,1,0,Perhaps this was because of their poor living conditions which would raise the question of why they were in poor housing .,19
16248,0,1,Was this because of governmental housing policy or a poor employment record on the part of the bread-winner of the family ?,14
16251,1,0,"Clearly , we are getting further and further away from the causes of delinquent behaviour , and it is perhaps wisest to think in terms of causal processes when looking at criminal behaviour .",0
16274,0,1,"Before examining the major sociological on crime , it is useful to refer to theories from outside of sociology , from other academic disciplines .",12
16281,1,0,"Thus , we will look initially at biological and psychological theories .",4
16308,1,0,"The individual criminal is born so ; and this is usually put down to ‘ faulty chromosome patterns ’ , or , more vaguely , to ‘ hereditary traits ’ .",27
16324,1,0,"In his book L'Uomo Delinquente , Lombroso developed a complex description of what he called the ‘ born criminal ’ , who could be recognised by a variety of physical characteristics , in particular facial characteristics — for example large jaws and ears , and high cheek bones .",14
16325,0,1,"In his book L'Uomo Delinquente , Lombroso developed a complex description of what he called the ‘ born criminal ’ , who could be recognised by a variety of physical characteristics , in particular facial characteristics — for example large jaws and ears , and high cheek bones .",17
16366,1,0,"Thus were explained anatomically the enormous jaws , high cheek bones , prominent superciliary arches , solitary lines on the palms , extreme size of the orbits , handle-shaped or sessile ears found in criminals , savages and apes , insensibility of pain , extremely acute sight , tattooing , excessive idleness , love of orgies and the craving for evil for its own sake …",14
16367,1,0,"Thus were explained anatomically the enormous jaws , high cheek bones , prominent superciliary arches , solitary lines on the palms , extreme size of the orbits , handle-shaped or sessile ears found in criminals , savages and apes , insensibility of pain , extremely acute sight , tattooing , excessive idleness , love of orgies and the craving for evil for its own sake …",16
16368,0,1,"Thus were explained anatomically the enormous jaws , high cheek bones , prominent superciliary arches , solitary lines on the palms , extreme size of the orbits , handle-shaped or sessile ears found in criminals , savages and apes , insensibility of pain , extremely acute sight , tattooing , excessive idleness , love of orgies and the craving for evil for its own sake …",17
16372,1,0,"Thus were explained anatomically the enormous jaws , high cheek bones , prominent superciliary arches , solitary lines on the palms , extreme size of the orbits , handle-shaped or sessile ears found in criminals , savages and apes , insensibility of pain , extremely acute sight , tattooing , excessive idleness , love of orgies and the craving for evil for its own sake …",26
16373,1,0,"Thus were explained anatomically the enormous jaws , high cheek bones , prominent superciliary arches , solitary lines on the palms , extreme size of the orbits , handle-shaped or sessile ears found in criminals , savages and apes , insensibility of pain , extremely acute sight , tattooing , excessive idleness , love of orgies and the craving for evil for its own sake …",28
16374,1,0,"Thus were explained anatomically the enormous jaws , high cheek bones , prominent superciliary arches , solitary lines on the palms , extreme size of the orbits , handle-shaped or sessile ears found in criminals , savages and apes , insensibility of pain , extremely acute sight , tattooing , excessive idleness , love of orgies and the craving for evil for its own sake …",30
